from,to,val
PerlRick,PerlWeekly,1
PerlRick,yapceu,1
PerlRick,joelaberger,1
PerlRick,barcelonapm,1
PerlRick,PerlSawyer,1
PerlRick,PerlTricks,1
PerlRick,pwb712,1
PerlRick,ThePerlShop,1
PerlRick,PerlDaily,1
PerlRick,BuiltinPerl,1
PerlRick,cpantesters,1
PerlSawyer,davorg,1
PerlSawyer,petdance,1
PerlSawyer,merlyn,1
PerlSawyer,friedo,1
PerlSawyer,theory,1
PerlSawyer,miyagawa,1
PerlSawyer,genehack,1
PerlSawyer,ingydotnet,1
PerlSawyer,perigrin,1
PerlSawyer,trg404,1
PerlSawyer,scrottie,1
PerlSawyer,spazm,1
PerlSawyer,sartak,1
PerlSawyer,schwern,1
PerlSawyer,pjf,1
PerlSawyer,sungo,1
PerlSawyer,brianwisti,1
PerlSawyer,fedward,1
PerlSawyer,aaroncrane,1
PerlSawyer,perlbuzz,1
PerlSawyer,thaljef,1
PerlSawyer,sweth,1
PerlSawyer,keiosu,1
PerlSawyer,OvidPerl,1
PerlSawyer,timbunce,1
PerlSawyer,missbarbell,1
PerlSawyer,sheeshee,1
PerlSawyer,rsrchboy,1
PerlSawyer,frioux,1
PerlSawyer,chromatic_x,1
PerlSawyer,Reini_Urban,1
PerlSawyer,perlcritic,1
PerlSawyer,leon_timmermans,1
PerlSawyer,xdg,1
PerlSawyer,szabgab,1
PerlSawyer,kiphampton,1
PerlSawyer,preaction,1
PerlSawyer,rabcyr,1
PerlSawyer,olafalders,1
PerlSawyer,gizmomathboy,1
PerlSawyer,shadowcat_mdk,1
PerlSawyer,perlfoundation,1
PerlSawyer,vmbrasseur,1
PerlSawyer,TimToady,1
PerlSawyer,BostonPM,1
PerlSawyer,briandfoy_perl,1
PerlSawyer,novapatch,1
PerlSawyer,shadowcat_mst,1
PerlSawyer,dotandimet,1
PerlSawyer,houseabsolute,1
PerlSawyer,sfperlmongers,1
PerlSawyer,ribasushi,1
PerlSawyer,PerlDancer,1
PerlSawyer,mjdominus,1
PerlSawyer,neilbowers,1
PerlSawyer,tommystanton,1
PerlSawyer,metacpan,1
PerlSawyer,Ptolemarch,1
PerlSawyer,YAPCNA,1
PerlSawyer,PerlWeekly,1
PerlSawyer,yapceu,1
PerlSawyer,joelaberger,1
PerlSawyer,stevanlittle,1
PerlSawyer,barcelonapm,1
PerlSawyer,shadow_dot_cat,1
PerlSawyer,markjgardner,1
PerlSawyer,iinteractive,1
PerlSawyer,PerlTricks,1
PerlSawyer,pwb712,1
PerlSawyer,PerlDaily,1
PerlSawyer,BuiltinPerl,1
PerlSawyer,RepOfCoders,1
vikin91,petdance,1
vikin91,genehack,1
vikin91,perigrin,1
vikin91,john_bokma,1
vikin91,pjf,1
vikin91,brianwisti,1
vikin91,perlbuzz,1
vikin91,OvidPerl,1
vikin91,timbunce,1
vikin91,kraih,1
vikin91,szabgab,1
vikin91,perlfoundation,1
vikin91,TimToady,1
vikin91,briandfoy_perl,1
vikin91,shadowcat_mst,1
vikin91,houseabsolute,1
vikin91,neilbowers,1
vikin91,metacpan,1
vikin91,perlironman,1
vikin91,culturedperl,1
vikin91,YAPCNA,1
vikin91,PerlWeekly,1
vikin91,joelaberger,1
vikin91,PerlSawyer,1
vikin91,PerlTricks,1
vikin91,SlackHQ,1
vikin91,BuiltinPerl,1
iinteractive,davorg,1
iinteractive,petdance,1
iinteractive,merlyn,1
iinteractive,friedo,1
iinteractive,theory,1
iinteractive,miyagawa,1
iinteractive,genehack,1
iinteractive,perigrin,1
iinteractive,trg404,1
iinteractive,gnat,1
iinteractive,AndyArmstrong,1
iinteractive,scrottie,1
iinteractive,sartak,1
iinteractive,schwern,1
iinteractive,pjf,1
iinteractive,sungo,1
iinteractive,pdcawley,1
iinteractive,brianwisti,1
iinteractive,aaroncrane,1
iinteractive,perlbuzz,1
iinteractive,thaljef,1
iinteractive,sweth,1
iinteractive,keiosu,1
iinteractive,OvidPerl,1
iinteractive,timbunce,1
iinteractive,allisonrandal,1
iinteractive,missbarbell,1
iinteractive,sheeshee,1
iinteractive,rsrchboy,1
iinteractive,kraih,1
iinteractive,frioux,1
iinteractive,chromatic_x,1
iinteractive,Reini_Urban,1
iinteractive,perlcritic,1
iinteractive,leon_timmermans,1
iinteractive,xdg,1
iinteractive,szabgab,1
iinteractive,kiphampton,1
iinteractive,preaction,1
iinteractive,CSJewellPerl,1
iinteractive,rabcyr,1
iinteractive,olafalders,1
iinteractive,dbix_class,1
iinteractive,gizmomathboy,1
iinteractive,shadowcat_mdk,1
iinteractive,perlfoundation,1
iinteractive,vmbrasseur,1
iinteractive,TimToady,1
iinteractive,brian_d_foy,1
iinteractive,briandfoy_perl,1
iinteractive,novapatch,1
iinteractive,pghpw,1
iinteractive,shadowcat_mst,1
iinteractive,houseabsolute,1
iinteractive,sfperlmongers,1
iinteractive,ribasushi,1
iinteractive,PerlDancer,1
iinteractive,mjdominus,1
iinteractive,neilbowers,1
iinteractive,tommystanton,1
iinteractive,metacpan,1
iinteractive,perlironman,1
iinteractive,Ptolemarch,1
iinteractive,YAPCNA,1
iinteractive,PerlWeekly,1
iinteractive,yapceu,1
iinteractive,joelaberger,1
iinteractive,stevanlittle,1
iinteractive,shadow_dot_cat,1
iinteractive,markjgardner,1
iinteractive,PerlRick,1
iinteractive,PerlSawyer,1
iinteractive,PerlTricks,1
iinteractive,SlackHQ,1
iinteractive,PerlDaily,1
iinteractive,BuiltinPerl,1
iinteractive,cpantesters,1
iinteractive,rperlcompiler,1
SlackHQ,friedo,1
SlackHQ,theory,1
SlackHQ,miyagawa,1
SlackHQ,genehack,1
SlackHQ,perigrin,1
SlackHQ,gnat,1
SlackHQ,spazm,1
SlackHQ,sartak,1
SlackHQ,brianwisti,1
SlackHQ,fedward,1
SlackHQ,OvidPerl,1
SlackHQ,timbunce,1
SlackHQ,frioux,1
SlackHQ,perlhack,1
SlackHQ,xdg,1
SlackHQ,Yakpi,1
SlackHQ,rabcyr,1
SlackHQ,vmbrasseur,1
SlackHQ,maryloulenhart,1
SlackHQ,Paul_Kinlan,1
SlackHQ,shadowcat_mst,1
SlackHQ,mjdominus,1
SlackHQ,Ptolemarch,1
SlackHQ,markjgardner,1
SlackHQ,PerlSawyer,1
SlackHQ,PerlDaily,1
SlackHQ,jonwarreninfo,1
pwb712,davorg,1
pwb712,petdance,1
pwb712,merlyn,1
pwb712,friedo,1
pwb712,theory,1
pwb712,miyagawa,1
pwb712,genehack,1
pwb712,ingydotnet,1
pwb712,perigrin,1
pwb712,gnat,1
pwb712,AndyArmstrong,1
pwb712,john_bokma,1
pwb712,danlyke,1
pwb712,sartak,1
pwb712,pjf,1
pwb712,sungo,1
pwb712,brianwisti,1
pwb712,aaroncrane,1
pwb712,perlbuzz,1
pwb712,thaljef,1
pwb712,keiosu,1
pwb712,OvidPerl,1
pwb712,timbunce,1
pwb712,missbarbell,1
pwb712,sheeshee,1
pwb712,rsrchboy,1
pwb712,kraih,1
pwb712,frioux,1
pwb712,chromatic_x,1
pwb712,Reini_Urban,1
pwb712,perlcritic,1
pwb712,leon_timmermans,1
pwb712,xdg,1
pwb712,szabgab,1
pwb712,kiphampton,1
pwb712,preaction,1
pwb712,CSJewellPerl,1
pwb712,Yakpi,1
pwb712,olafalders,1
pwb712,dbix_class,1
pwb712,gizmomathboy,1
pwb712,shadowcat_mdk,1
pwb712,perlfoundation,1
pwb712,vmbrasseur,1
pwb712,TimToady,1
pwb712,brian_d_foy,1
pwb712,briandfoy_perl,1
pwb712,RegexTip,1
pwb712,novapatch,1
pwb712,shadowcat_mst,1
pwb712,houseabsolute,1
pwb712,sfperlmongers,1
pwb712,ribasushi,1
pwb712,PerlDancer,1
pwb712,mjdominus,1
pwb712,neilbowers,1
pwb712,tommystanton,1
pwb712,metacpan,1
pwb712,perlironman,1
pwb712,culturedperl,1
pwb712,Ptolemarch,1
pwb712,YAPCNA,1
pwb712,PerlWeekly,1
pwb712,yapceu,1
pwb712,joelaberger,1
pwb712,stevanlittle,1
pwb712,shadow_dot_cat,1
pwb712,markjgardner,1
pwb712,PerlSawyer,1
pwb712,PerlTricks,1
pwb712,ThePerlShop,1
pwb712,PerlDaily,1
pwb712,BuiltinPerl,1
pwb712,cpantesters,1
pwb712,perl_mongers,1
pwb712,PerlRegex,1
pwb712,rperlcompiler,1
pwb712,RepOfCoders,1
ThePerlShop,davorg,1
ThePerlShop,petdance,1
ThePerlShop,merlyn,1
ThePerlShop,friedo,1
ThePerlShop,theory,1
ThePerlShop,miyagawa,1
ThePerlShop,genehack,1
ThePerlShop,ingydotnet,1
ThePerlShop,perigrin,1
ThePerlShop,gnat,1
ThePerlShop,AndyArmstrong,1
ThePerlShop,scrottie,1
ThePerlShop,sartak,1
ThePerlShop,twiki,1
ThePerlShop,pjf,1
ThePerlShop,pdcawley,1
ThePerlShop,brianwisti,1
ThePerlShop,aaroncrane,1
ThePerlShop,perlbuzz,1
ThePerlShop,thaljef,1
ThePerlShop,keiosu,1
ThePerlShop,OvidPerl,1
ThePerlShop,timbunce,1
ThePerlShop,allisonrandal,1
ThePerlShop,missbarbell,1
ThePerlShop,sheeshee,1
ThePerlShop,rsrchboy,1
ThePerlShop,kraih,1
ThePerlShop,frioux,1
ThePerlShop,chromatic_x,1
ThePerlShop,Reini_Urban,1
ThePerlShop,perlbpbook,1
ThePerlShop,perlcritic,1
ThePerlShop,leon_timmermans,1
ThePerlShop,xdg,1
ThePerlShop,szabgab,1
ThePerlShop,kiphampton,1
ThePerlShop,CSJewellPerl,1
ThePerlShop,Yakpi,1
ThePerlShop,perljobs,1
ThePerlShop,olafalders,1
ThePerlShop,dbix_class,1
ThePerlShop,shadowcat_mdk,1
ThePerlShop,perlfoundation,1
ThePerlShop,vmbrasseur,1
ThePerlShop,TimToady,1
ThePerlShop,BostonPM,1
ThePerlShop,brian_d_foy,1
ThePerlShop,briandfoy_perl,1
ThePerlShop,novapatch,1
ThePerlShop,PlanetPerl,1
ThePerlShop,pghpw,1
ThePerlShop,shadowcat_mst,1
ThePerlShop,dotandimet,1
ThePerlShop,houseabsolute,1
ThePerlShop,sfperlmongers,1
ThePerlShop,ribasushi,1
ThePerlShop,SVPerl,1
ThePerlShop,PerlDancer,1
ThePerlShop,mjdominus,1
ThePerlShop,neilbowers,1
ThePerlShop,rescuedbycode,1
ThePerlShop,tommystanton,1
ThePerlShop,metacpan,1
ThePerlShop,perlironman,1
ThePerlShop,oss_pl,1
ThePerlShop,Ptolemarch,1
ThePerlShop,YAPCNA,1
ThePerlShop,PerlWeekly,1
ThePerlShop,yapceu,1
ThePerlShop,joelaberger,1
ThePerlShop,stevanlittle,1
ThePerlShop,barcelonapm,1
ThePerlShop,shadow_dot_cat,1
ThePerlShop,markjgardner,1
ThePerlShop,PerlRick,1
ThePerlShop,PerlSawyer,1
ThePerlShop,iinteractive,1
ThePerlShop,PerlTricks,1
ThePerlShop,pwb712,1
ThePerlShop,PerlDaily,1
ThePerlShop,BuiltinPerl,1
ThePerlShop,pdxperlmongers,1
ThePerlShop,cpantesters,1
ThePerlShop,perl_mongers,1
ThePerlShop,PerlRegex,1
ThePerlShop,PerlRapidApp,1
ThePerlShop,rperlcompiler,1
PerlDaily,petdance,1
PerlDaily,merlyn,1
PerlDaily,theory,1
PerlDaily,miyagawa,1
PerlDaily,perigrin,1
PerlDaily,perl_api,1
PerlDaily,schwern,1
PerlDaily,pjf,1
PerlDaily,perlbuzz,1
PerlDaily,OvidPerl,1
PerlDaily,timbunce,1
PerlDaily,kraih,1
PerlDaily,chromatic_x,1
PerlDaily,perlbpbook,1
PerlDaily,perlcritic,1
PerlDaily,szabgab,1
PerlDaily,perlfoundation,1
PerlDaily,TimToady,1
PerlDaily,briandfoy_perl,1
PerlDaily,shadowcat_mst,1
PerlDaily,PerlDancer,1
PerlDaily,mjdominus,1
PerlDaily,PerlWeekly,1
PerlDaily,PerlSawyer,1
PerlDaily,PerlTricks,1
PerlDaily,PerlRegex,1
BuiltinPerl,davorg,1
BuiltinPerl,petdance,1
BuiltinPerl,merlyn,1
BuiltinPerl,friedo,1
BuiltinPerl,theory,1
BuiltinPerl,miyagawa,1
BuiltinPerl,genehack,1
BuiltinPerl,ingydotnet,1
BuiltinPerl,perigrin,1
BuiltinPerl,gnat,1
BuiltinPerl,AndyArmstrong,1
BuiltinPerl,john_bokma,1
BuiltinPerl,perl_api,1
BuiltinPerl,scrottie,1
BuiltinPerl,spazm,1
BuiltinPerl,sartak,1
BuiltinPerl,twiki,1
BuiltinPerl,pjf,1
BuiltinPerl,sungo,1
BuiltinPerl,pdcawley,1
BuiltinPerl,brianwisti,1
BuiltinPerl,aaroncrane,1
BuiltinPerl,perlbuzz,1
BuiltinPerl,thaljef,1
BuiltinPerl,keiosu,1
BuiltinPerl,OvidPerl,1
BuiltinPerl,timbunce,1
BuiltinPerl,allisonrandal,1
BuiltinPerl,missbarbell,1
BuiltinPerl,sheeshee,1
BuiltinPerl,rsrchboy,1
BuiltinPerl,kraih,1
BuiltinPerl,frioux,1
BuiltinPerl,chromatic_x,1
BuiltinPerl,Reini_Urban,1
BuiltinPerl,PerlStalker,1
BuiltinPerl,cloudfoundry,1
BuiltinPerl,perlbpbook,1
BuiltinPerl,perlcritic,1
BuiltinPerl,leon_timmermans,1
BuiltinPerl,xdg,1
BuiltinPerl,szabgab,1
BuiltinPerl,kiphampton,1
BuiltinPerl,CSJewellPerl,1
BuiltinPerl,perljobs,1
BuiltinPerl,rabcyr,1
BuiltinPerl,olafalders,1
BuiltinPerl,dbix_class,1
BuiltinPerl,gizmomathboy,1
BuiltinPerl,shadowcat_mdk,1
BuiltinPerl,perlfoundation,1
BuiltinPerl,vmbrasseur,1
BuiltinPerl,TimToady,1
BuiltinPerl,BostonPM,1
BuiltinPerl,brian_d_foy,1
BuiltinPerl,briandfoy_perl,1
BuiltinPerl,RegexTip,1
BuiltinPerl,novapatch,1
BuiltinPerl,pghpw,1
BuiltinPerl,shadowcat_mst,1
BuiltinPerl,dotandimet,1
BuiltinPerl,houseabsolute,1
BuiltinPerl,sfperlmongers,1
BuiltinPerl,ribasushi,1
BuiltinPerl,SVPerl,1
BuiltinPerl,PerlDancer,1
BuiltinPerl,mjdominus,1
BuiltinPerl,neilbowers,1
BuiltinPerl,metacpan,1
BuiltinPerl,perlironman,1
BuiltinPerl,oss_pl,1
BuiltinPerl,culturedperl,1
BuiltinPerl,Ptolemarch,1
BuiltinPerl,YAPCNA,1
BuiltinPerl,PerlWeekly,1
BuiltinPerl,yapceu,1
BuiltinPerl,joelaberger,1
BuiltinPerl,stevanlittle,1
BuiltinPerl,barcelonapm,1
BuiltinPerl,shadow_dot_cat,1
BuiltinPerl,markjgardner,1
BuiltinPerl,PerlRick,1
BuiltinPerl,PerlSawyer,1
BuiltinPerl,iinteractive,1
BuiltinPerl,PerlTricks,1
BuiltinPerl,pwb712,1
BuiltinPerl,ThePerlShop,1
BuiltinPerl,PerlDaily,1
BuiltinPerl,cpantesters,1
BuiltinPerl,perl_mongers,1
BuiltinPerl,PerlRegex,1
BuiltinPerl,rperlcompiler,1
BuiltinPerl,RepOfCoders,1
cpantesters,missbarbell,1
cpantesters,xdg,1
cpantesters,preaction,1
cpantesters,perlfoundation,1
cpantesters,neilbowers,1
cpantesters,YAPCNA,1
cpantesters,PerlWeekly,1
cpantesters,yapceu,1
perl__dp,miyagawa,1
perl__dp,genehack,1
perl__dp,perigrin,1
perl__dp,spazm,1
perl__dp,timbunce,1
perl__dp,missbarbell,1
perl__dp,sheeshee,1
perl__dp,rsrchboy,1
perl__dp,sinan_unur,1
perl__dp,olafalders,1
perl__dp,shadowcat_mdk,1
perl__dp,perlfoundation,1
perl__dp,vmbrasseur,1
perl__dp,ribasushi,1
perl__dp,neilbowers,1
perl__dp,PerlWeekly,1
perl__dp,yapceu,1
perl__dp,joelaberger,1
perl__dp,shadow_dot_cat,1
perl__dp,PerlRick,1
perl__dp,iinteractive,1
perl__dp,PerlTricks,1
perl__dp,PerlDaily,1
perl_mongers,perlfoundation,1
PerlRegex,RegexTip,1
rperlcompiler,davorg,1
rperlcompiler,petdance,1
rperlcompiler,merlyn,1
rperlcompiler,friedo,1
rperlcompiler,theory,1
rperlcompiler,miyagawa,1
rperlcompiler,genehack,1
rperlcompiler,ingydotnet,1
rperlcompiler,perigrin,1
rperlcompiler,trg404,1
rperlcompiler,gnat,1
rperlcompiler,AndyArmstrong,1
rperlcompiler,john_bokma,1
rperlcompiler,perl_api,1
rperlcompiler,scrottie,1
rperlcompiler,spazm,1
rperlcompiler,sartak,1
rperlcompiler,schwern,1
rperlcompiler,pjf,1
rperlcompiler,pdcawley,1
rperlcompiler,brianwisti,1
rperlcompiler,aaroncrane,1
rperlcompiler,perlbuzz,1
rperlcompiler,thaljef,1
rperlcompiler,keiosu,1
rperlcompiler,OvidPerl,1
rperlcompiler,timbunce,1
rperlcompiler,allisonrandal,1
rperlcompiler,missbarbell,1
rperlcompiler,sheeshee,1
rperlcompiler,rsrchboy,1
rperlcompiler,kraih,1
rperlcompiler,frioux,1
rperlcompiler,chromatic_x,1
rperlcompiler,sinan_unur,1
rperlcompiler,Reini_Urban,1
rperlcompiler,PerlStalker,1
rperlcompiler,perlbpbook,1
rperlcompiler,perlcritic,1
rperlcompiler,leon_timmermans,1
rperlcompiler,xdg,1
rperlcompiler,szabgab,1
rperlcompiler,kiphampton,1
rperlcompiler,preaction,1
rperlcompiler,CSJewellPerl,1
rperlcompiler,Yakpi,1
rperlcompiler,perljobs,1
rperlcompiler,rabcyr,1
rperlcompiler,olafalders,1
rperlcompiler,dbix_class,1
rperlcompiler,gizmomathboy,1
rperlcompiler,shadowcat_mdk,1
rperlcompiler,perlfoundation,1
rperlcompiler,vmbrasseur,1
rperlcompiler,TimToady,1
rperlcompiler,BostonPM,1
rperlcompiler,brian_d_foy,1
rperlcompiler,houstonpm,1
rperlcompiler,briandfoy_perl,1
rperlcompiler,novapatch,1
rperlcompiler,PlanetPerl,1
rperlcompiler,pghpw,1
rperlcompiler,shadowcat_mst,1
rperlcompiler,carpecrustum,1
rperlcompiler,dotandimet,1
rperlcompiler,houseabsolute,1
rperlcompiler,sfperlmongers,1
rperlcompiler,PurduePM,1
rperlcompiler,ribasushi,1
rperlcompiler,SVPerl,1
rperlcompiler,PerlDancer,1
rperlcompiler,mjdominus,1
rperlcompiler,neilbowers,1
rperlcompiler,rescuedbycode,1
rperlcompiler,tommystanton,1
rperlcompiler,metacpan,1
rperlcompiler,perlironman,1
rperlcompiler,oss_pl,1
rperlcompiler,culturedperl,1
rperlcompiler,Ptolemarch,1
rperlcompiler,YAPCNA,1
rperlcompiler,PerlWeekly,1
rperlcompiler,yapceu,1
rperlcompiler,joelaberger,1
rperlcompiler,stevanlittle,1
rperlcompiler,barcelonapm,1
rperlcompiler,shadow_dot_cat,1
rperlcompiler,markjgardner,1
rperlcompiler,PerlRick,1
rperlcompiler,PerlSawyer,1
rperlcompiler,iinteractive,1
rperlcompiler,PerlTricks,1
rperlcompiler,pwb712,1
rperlcompiler,ThePerlShop,1
rperlcompiler,PerlDaily,1
rperlcompiler,BuiltinPerl,1
rperlcompiler,cpantesters,1
rperlcompiler,perl__dp,1
rperlcompiler,perl_mongers,1
rperlcompiler,PerlRegex,1
rperlcompiler,RepOfCoders,1
jonwarreninfo,john_bokma,1
jonwarreninfo,missbarbell,1
jonwarreninfo,PerlStalker,1
jonwarreninfo,perlcritic,1
jonwarreninfo,perlfoundation,1
jonwarreninfo,TimToady,1
jonwarreninfo,RegexTip,1
jonwarreninfo,SlackHQ,1
RepOfCoders,davorg,1
RepOfCoders,petdance,1
RepOfCoders,merlyn,1
RepOfCoders,theory,1
RepOfCoders,miyagawa,1
RepOfCoders,genehack,1
RepOfCoders,ingydotnet,1
RepOfCoders,perigrin,1
RepOfCoders,trg404,1
RepOfCoders,AndyArmstrong,1
RepOfCoders,sartak,1
RepOfCoders,schwern,1
RepOfCoders,sungo,1
RepOfCoders,pdcawley,1
RepOfCoders,brianwisti,1
RepOfCoders,aaroncrane,1
RepOfCoders,perlbuzz,1
RepOfCoders,thaljef,1
RepOfCoders,keiosu,1
RepOfCoders,OvidPerl,1
RepOfCoders,timbunce,1
RepOfCoders,allisonrandal,1
RepOfCoders,missbarbell,1
RepOfCoders,sheeshee,1
RepOfCoders,kraih,1
RepOfCoders,frioux,1
RepOfCoders,chromatic_x,1
RepOfCoders,Reini_Urban,1
RepOfCoders,PerlStalker,1
RepOfCoders,perlcritic,1
RepOfCoders,leon_timmermans,1
RepOfCoders,xdg,1
RepOfCoders,szabgab,1
RepOfCoders,olafalders,1
RepOfCoders,dbix_class,1
RepOfCoders,gizmomathboy,1
RepOfCoders,shadowcat_mdk,1
RepOfCoders,perlfoundation,1
RepOfCoders,vmbrasseur,1
RepOfCoders,TimToady,1
RepOfCoders,BostonPM,1
RepOfCoders,brian_d_foy,1
RepOfCoders,briandfoy_perl,1
RepOfCoders,shadowcat_mst,1
RepOfCoders,dotandimet,1
RepOfCoders,houseabsolute,1
RepOfCoders,sfperlmongers,1
RepOfCoders,PurduePM,1
RepOfCoders,ribasushi,1
RepOfCoders,SVPerl,1
RepOfCoders,PerlDancer,1
RepOfCoders,mjdominus,1
RepOfCoders,neilbowers,1
RepOfCoders,metacpan,1
RepOfCoders,perlironman,1
RepOfCoders,Ptolemarch,1
RepOfCoders,YAPCNA,1
RepOfCoders,PerlWeekly,1
RepOfCoders,yapceu,1
RepOfCoders,joelaberger,1
RepOfCoders,stevanlittle,1
RepOfCoders,barcelonapm,1
RepOfCoders,shadow_dot_cat,1
RepOfCoders,PerlSawyer,1
RepOfCoders,PerlTricks,1
RepOfCoders,pwb712,1
RepOfCoders,ThePerlShop,1
RepOfCoders,PerlDaily,1
RepOfCoders,BuiltinPerl,1
RepOfCoders,pdxperlmongers,1
RepOfCoders,perl_mongers,1
RepOfCoders,rperlcompiler,1
